organization,service,description,scheme,created,asset_url
Blackbaud,Blackbaud Guided Fundraising,"<p>Leverage donor management software to optimize your fund solicitation process.</p>

<p>There's a delicate balance to maintain when connecting with your donors. Blackbaud Guided Fundraising helps you design thoughtful fundraising appeal techniques to ensure you are reaching out to donors at the appropriate time and frequency.</p>

<p>Control and optimize marketing appeals across multiple channels<br>
Scale your ability to provide personalized messaging so an individual fundraiser can connect with the same set of donors on any channel<br>
Ensure donor solicitation requests for donations arrive when donors are most willing or able to make a gift</p>

<p>Modern fundraising requires more coordination than before. Blackbaud Guided Fundraising expands your ability to create and manage the sophisticated, person-to-person donor solicitation strategies that deliver results.</p>

<p>Create custom play sequences for phone, text, email, and direct mail to personalize the donor experience<br>
Set persona-based talking points for student fundraisers<br>
Replace complicated segmentation strategies with algorithm-based indications of donors who are most likely and able to donate<br>
Monitor activity and campaign effectiveness at a high level or in detail</p>
",CAIQ 3.1 Self-assessment,2021-02-22 16:58:47.400054,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Zscaler,Zscaler,"<p>Zscaler enables the world’s leading organizations to securely transform their networks and applications for a mobile and cloud-first world. With applications in the cloud and users connecting to their workloads everywhere, security designed to protect the network is no longer effective. Zscaler is redefining security by moving it out of the data center and into the cloud.</p>
<p>Zscaler provides the entire gateway security stack as a service, continuously applying policies and threat intelligence to protect organizations from malware and other advanced threats. By delivering security and access controls from a globally distributed cloud, Zscaler provides consistent protection to users no matter where they connect and scales easily to support changes in traffic flow as organizations move to increasingly cloud-centric infrastructures. Zscaler can also inspect SSL traffic at scale to protect against the increasing number of threats hiding in encrypted traffic.</p>
<p>Zscaler services are built on a multi-tenant, distributed security architecture, protecting thousands of customers globally and enabling them to embrace the agility, speed, and cost containment of the cloud—securely.</p>",STAR Certification,2019-06-19 00:00:00,https://content-production.star.watch/zscaler/2018-01-24_Zscaler-original.png
Open Raven,Open Raven,"<p>Open Raven is the cloud-native data security platform that prevents breaches driven by modern speed and sprawl. With real-time monitoring, the platform maps all cloud data stores, identifies the data within, pinpoints the most significant exposures and enables teams to fix them before they become security incidents. From shadow cloud accounts to dark data, Open Raven restores visibility and control for security and cloud teams, while laying the foundation for compliance and privacy efforts.</p>
",CAIQ 3.1 Self-assessment,2021-02-18 21:04:39.789379,https://content-production.star.watch/open-raven/2022-01-21_OpenRaven_Logo_black-original.png
"VMware, Inc.",VMware Tanzu Mission Control,"<p>VMware Tanzu Mission Control is a centralized management platform for consistently operating and securing your Kubernetes infrastructure and modern applications across multiple teams and clouds.</p>
<p>It provides operators with a single control point to give developers the independence they need to drive business forward, while enabling consistent management and operations across environments for increased security and governance.</p>",CAIQ 3.1 Self-assessment,2021-06-07 18:47:51.480937,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
Yandex.Cloud,Yandex.Cloud,"<p>Yandex.Cloud is a full-fledged cloud platform developed by Yandex – one of the largest technological companies in the world that builds intelligent products and services. With Yandex.Cloud we provide B2B customers and individual developers with scalable infrastructure, storage, containers, machine learning and development tools. Innovation is the core of our DNA. We design and build server racks for the data centers to make sure they can work under any load, heavily invest in data management, machine translation, and speech recognition to deliver best-in-class cloud services so you can enhance your IT-infrastructure and build cutting-edge applications. Yandex.Cloud platform is compliant with GDPR, PCI DSS and ISO industry standards, as well as meets the local requirements for data storage in Russia, so you can fully rely on our platform to launch and extend your business in the Russian market.</p>
",CAIQ 4.0.2 Self-assessment,2021-08-30 00:00:00,https://content-production.star.watch/yandex.cloud/2021-09-29_cloud-logo-grad-original.png
Oracle Corporation,Oracle SaaS Services - Fusion Cloud,"<p>The Oracle Software as a Service (SaaS) provides customers with suite of services including Human Capital Management, Enterprise Resource Planning, Customer Experience, and Supply Chain Management all hosted in a cloud environment based on customer needs. Customers are able to manage various business components all in one suite, which allows for easy scaling and tailoring to business needs. </p>",CAIQ 3.1 Self-assessment,2021-03-19 00:00:00,https://content-production.star.watch/oracle-corporation/2021-04-23_oracle-cloud-original.png
Gravitee,Gravitee API Management,"<p>API Management<br>
Gravitee.io API Management is a flexible, lightweight and blazing-fast Open Source solution that helps your organization control who, when and how users access your APIs. Effortlessly manage the lifecycle of your APIs. Download API Management to document, discover and publish your APIs.</p>
",CAIQ 3.1 Self-assessment,2021-12-17 01:01:40.489988,https://content-production.star.watch/gravitee/2021-12-17_b6f05f65-original.png
ACCA Software S.p.A,usBIM.platform,"<p>usBIM.platform is a Software as a Service for BIM collaboration in order to manage the entire life cycle of the building in a single data sharing environment.<br>
usBIM.platform meets two basic requirements for your work:<br>
- you finally have global control of all construction processes.<br>
- you have data available in open format, which can be consulted and managed directly online.<br>
usBIM.platform adopts the IFC standard of buildingSMART, guaranteeing the correct creation, management and sharing of data, documents and models among all the subjects involved.</p>

<p>usBIM.platform is certified by BuildingSMART international for IFC format.</p>
",CAIQ 3.1 Self-assessment,2021-10-15 16:51:45.11543,https://content-production.star.watch/acca-software-s.p.a/2021-06-11_Logo-ACCA-software-original.png
Palo Alto Networks,Palo Alto Networks,"<p>Palo Alto Networks, the global cybersecurity leader, is shaping the cloud-centric future with technology that is transforming the way people and organizations operate. Our mission is to be the cybersecurity partner of choice, protecting our digital way of life. We help address the world's greatest security challenges with continuous innovation that seizes the latest breakthroughs in artificial intelligence, analytics, automation, and orchestration. By delivering an integrated platform and empowering a growing ecosystem of partners, we are at the forefront of protecting tens of thousands of organizations across clouds, networks, and mobile devices. Our vision is a world where each day is safer and more secure than the one before.</p>
",CAIQ 3.1 Self-assessment,2020-07-16 20:24:07.639089,https://content-production.star.watch/palo-alto-networks/2020-11-24_PANW_Parent_Brand_Primary_Logo_RGB_(5)-original.png
Siemens AG,EnergyIP MDMaaS,"<p>EnergyIP offers device, grid, and market operations embedded in a single, unique architecture, and now this market leading solution is offered As A Service through our cloud based offering EnergyIP MDMaaS.</p>

<p>A comprehensive set of powerful applications are based on the domain specific energy industry data model to fully support processes and complex use cases in the energy industry today and tomorrow. The EnergyIP platform can process data in near real time from millions of distributed grid assets and smart devices, powering new approaches for meter data management, grid optimization and analytics, distributed energy management, energy market participation and asset management to name a few.</p>
",CAIQ 3.1 Self-assessment,2020-09-21 16:51:54.898878,https://content-production.star.watch/siemens-ag/2021-04-23_logo_petrol_lightsand_370-original.png
NTT DATA Italia,DocsPA SaaS,"<p>Scalable solution for document management and digital registration of correspondence in accordance with the law. Provides integrations with certified-emails, digital preservation services, vertical applications. Supports automation of approval processes with use of electronic and digital signature</p>
",CAIQ 3.1 Self-assessment,2021-12-03 18:16:17.459788,https://content-production.star.watch/ntt-data-italia/2021-12-06_c44a38cd-original.png
"VMware, Inc.",Horizon Cloud on Microsoft Azure,"<p>Horizon Cloud on Microsoft Azure simplifies the delivery of virtual desktops and apps. With a single solution, organizations can easily deploy and manage virtual applications and desktops on Microsoft Azure while leveraging cloud resources. </p>",CAIQ 3.1 Self-assessment,2021-07-13 00:00:00,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
Mimecast,Mimecast,"<p>Mimecast provides email management as a single service in the cloud that helps customers slash on-premise email storage requirements, ensure complete email availability, email security and email compliance, while providing services to help customers get more from their email.</p>
<p>Mimecast's core Services are Email Continuity, Security and Archiving.</p>
<p>Mimecast's service is low risk, future proof, immediately affordable, easy to implement and manage, and has a predictable cost profile over the many years of email management that lie ahead.</p>",STAR Attestation,2021-10-31 00:00:00,https://content-production.star.watch/mimecast/2019-03-21_mimecast-original.png
Google,Google Cloud,"<p>Google Cloud provides organizations with leading infrastructure, platform capabilities and industry solutions, along with expertise, to reinvent their business with data-powered innovation on modern computing infrastructure. We deliver enterprise-grade cloud solutions that leverage Google’s cutting-edge technology to help companies operate more efficiently, modernize for growth and innovate for the future. Customers in more than 150 countries turn to Google Cloud as their trusted partner to solve their most critical business problems. </p>",STAR Attestation,2021-04-30 00:00:00,https://content-production.star.watch/google/2021-03-05_googlelogo_clr_620x208px-original.png
"Pax8, Inc",Pax8 Marketplace,"<p>Pax8 is a distributor of cloud solutions focused on MSPs (Managed Service Providers) who in turn support the IT systems of SMB companies, typically under 500 employees. Product selection include SaaS, IaaS, and PaaS from about 70 vendors in the areas of security, continuity, productivity, networks and IT operations. Pax8 is a full service provider to MSPs, which includes pre-sales product discovery, post-sale support, training, help desk, set-up services, and professional services.</p>
",CAIQ 4.0.2 Self-assessment,2022-02-22 23:36:57.514332,https://content-production.star.watch/pax8-inc/2022-02-25_6a333a44-original.png
Adobe,Adobe Creative Cloud for enterprise,"<p>Adobe Creative Cloud for enterprise is a cloud-based offering which allows enterprise customers the ability to create and collaborate efficiently with connected desktop and mobile apps. The Creative Cloud for enterprise offering also includes options for flexible deployment, identity management including Federated ID with Single Sign-On, annual license true-ups, license management tools and enterprise-level customer support.</p>
",CAIQ 4.0.2 Self-assessment,2022-01-04 20:02:52.489075,https://content-production.star.watch/adobe/2020-07-21_adobe_logo-original.png
"VMware, Inc.",VMware Workspace ONE™ Intelligence,"<p>The Intelligence service for VMware Workspace ONE™ provides deep insights and app analytics into the entire digital workspace, and offers powerful automation that together increase user experience, help optimize resources, and strengthen security and compliance across the entire environment.</p>
",CAIQ 3.1 Self-assessment,2021-07-28 18:52:22.825993,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
Blackbaud,Blackbaud GrantsConnect,"<p>GrantsConnect for Grants Management<br>
Our intuitive grants management platform allows you to run the full lifecycle of your grant’s program. Easily create and manage workflows, develop applications and forms, as well as pull ad-hoc reports. GrantsConnect’s user-friendly functionality gives you what you need when you need it, and how you need it. Built to be flexible, the platform can support programs of all shapes and size. No matter the complexity – from simple review to scored branched workflows – GrantsConnect has you covered.</p>
",CAIQ 3.1 Self-assessment,2021-03-04 17:50:03.610256,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Verizon Digital Media Services,Verizon Digital Media Services,"<p>Verizon Digital Media Services is one of the world's leading Content Delivery Networks. We accelerate websites to improve user experience, ensure high scalability during peak load times, secure and protect sites from denial of service attacks and improve performance on the whole for website owners. As part of Verizon's Digital Media division, our CDN spans the globe enabling content delivery to any device on any network any time. We offer a rich set of Video lifecycle, ecommerce and web acceleration tools for website owners and provide an outsourced IT service to reduce their web site management costs while ensuring their sites are highly available on a global basis. Our customers include more than 10, 000 of the worlds best known websites including Twitter, Hulu, ABC, Dailymotion, Mercedes Benz and many more.</p>",STAR Certification,2021-03-09 00:00:00,https://content-production.star.watch/verizon-digital-media-services/2021-03-04_verizon-original.png
ACCA Software S.p.A,usBIM.gdl,"<p>usBIM.gdl is the first electronic platform for management of works in full compliance with the indications of the italian Procurement and Digital Administration Code (Legislative Decree 7 March 2005, no. 82 and subsequent amendments). It allows you to share and exchange documents in open formats such as .XML, .PDF, .JPG, etc. and is capable of ensuring authenticity, data security and the origin of such data from competent stakeholders.<br>
usBIM.gdl is useful for keeping construction manager activities under control during all phases of the project and in relation to all technical roles involved and in particular the ""Tender Officer"" as required by Ministerial Decree of 7 March 2018, n. 49 Construction Management Guidelines.</p>
",CAIQ 3.1 Self-assessment,2021-06-03 15:57:52.840716,https://content-production.star.watch/acca-software-s.p.a/2021-06-11_Logo-ACCA-software-original.png
Grammarly,Grammarly,"<p>Grammarly Business helps more than 10,000 teams improve their communication at work. Grammarly offers detailed, real-time suggestions to help improve word choice, refine tone, make sentences clearer, and fix grammatical errors. Whether your team is writing emails, articles, or something else entirely, Grammarly Business helps them produce work that reflects your business with polish and professionalism.</p>",CAIQ 3.1 Self-assessment,2020-11-12 17:15:13.220691,https://content-production.star.watch/grammarly/2021-03-04_logo-grammarly-original.png
"iboss, Inc.",iboss,"<p>iboss is a cloud security company that provides network security as a service, delivered in the cloud, and as a complete SaaS offering.</p>
<p>It is a cloud-based platform with a focus on following users instead of perimeters to ensure that Internet access is always secure regardless of user location.</p>",CAIQ 3.1 Self-assessment,2021-05-06 19:23:47.471604,https://content-production.star.watch/iboss-inc/2022-01-12_iboss-original.png
"VMware, Inc.",VMware Workspace ONE Assist,"<p>VMware Workspace ONE Assist is a remote employee support solution that enables organizations to quickly assist employees with device tasks or troubleshoot and fix device issues in real-time. With Workspace ONE Assist, IT help desk staff can easily launch remote support sessions and view or control Android, Apple, and Windows devices, directly from the Workspace ONE console.</p>
",CAIQ 3.1 Self-assessment,2021-08-18 21:01:33.635133,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
"PRO Unlimited, Inc.",PRO WAND™,"<p>All aspects of PRO’s contingent workforce management solution are managed and tracked by the Wand™ software. Wand™ combines data on all components of a client’s contingent workforce, including the use of temporaries, consultants, independent contractors, returning retirees, off-shore and near-shore workers, outsourced populations, and more. This consolidation of information provides their clients trend data, consolidated billing, headcount, and hours tracking, as well as customized reports on a variety of valuable data. All variables are configurable by PRO clients.</p>
<p>PRO utilizes its proprietary web-based application Wand™ via a Software-as-a-Service (SaaS) model to provide the following general services to its clients: Order Requisition, Fulfillment, Time &amp; Billing. PRO is responsible for protecting client data, related network infrastructure, and data backup/storage services.</p>",CAIQ 4.0.2 Self-assessment,2022-02-17 23:20:24.220862,https://content-production.star.watch/pro-unlimited-inc/2021-03-04_pro_unlimited-original.png
Siemens AG,MindSphere,"<p>MindSphere® is the leading industrial IoT as a service solution. Using advanced analytics and AI, MindSphere powers IoT solutions from the edge to the cloud with data from connected products, plants and systems to optimize operations, create better quality products and deploy new business models. Built on the Mendix application platform, MindSphere empowers customers, partners and the Siemens organization to quickly build and integrate personalized IoT applications.</p>
",CAIQ 3.1 Self-assessment,2021-01-29 00:00:00,https://content-production.star.watch/siemens-ag/2021-04-23_logo_petrol_lightsand_370-original.png
"Salesforce.com, Inc.","Salesforce.com, Inc.","Salesforce.com, inc. (“Salesforce”), headquartered in San Francisco, California, is an enterprise
cloud computing company that provides social and mobile cloud services. Controls described in this document only apply to the core Salesforce Services.
The Salesforce Services are branded as Force.com, Site.com, Database.com, Sales Cloud, Service Cloud, Communities, Chatter, and Analytics Cloud. Salesforce provides services to companies of all sizes via a cloud services model. This collection of application development, deployment, and hosting services allows customers the ability to purchase, use, and customize Salesforce deployed applications, or use platform capabilities to develop their own applications. The Salesforce Services information system includes the Force.com environment which is a part of the App Cloud offering, as well as applications built on top of the platform including the Customer Relationships Management (CRM) Application, Chatter, and the supporting Salesforce Services’ infrastructure. Force.com provides each customer with the capability to implement business logic with workflow rules, approval processes, and custom code. Customers can store structured data, support Web browsers and mobile devices, integrate their services with other applications, perform their own reporting and analytics, and scale up or down with high availability and security. There are more than 150,000 customers worldwide who use the Salesforce Services for managing their sales, marketing, customer support, and various other business operations.",CAIQ 4.0.2 Self-assessment,2022-01-05 21:12:02.761014,https://content-production.star.watch/salesforce.com-inc/2018-03-02_salesforce-original.png
Blackbaud,Blackbaud MobilePay Terminal,"<p>Blackbaud MobilePay Terminal lets your organization process donations and payments safely and securely with only a few simple steps. Whether you’re at an offsite event or just away from the office, all you need is a wireless or data connection to ensure that you never miss a payment again. Our new, EMV-certified Bluetooth payment terminal connects to any phone or tablet via the MobilePay Terminal app, and simply and securely accepts credit card, debit card, and even mobile wallet transactions like  Apple Pay®, Google Pay™, and Samsung Pay®.</p>

<p>Plus, Blackbaud MobilePay Terminal integrates seamlessly with Blackbaud Merchant Services™—so you pay the same low rate on every transaction, regardless of the credit card type, with no set-up fees, hidden fees, or mobile processing expenses.</p>
",CAIQ 3.1 Self-assessment,2021-08-17 17:20:29.912685,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Zendesk,Zendesk,"<p><em>The best customer experiences are built with Zendesk. Our customer service
and engagement products are powerful and flexible, and scale to meet the
needs of any business. Zendesk serves businesses across hundreds of
industries, with more than 145,000 paid customer accounts offering service
and support in over 30 languages. Zendesk is headquartered in San
Francisco, and operates worldwide with 16 offices in North America, Europe,
Asia, Australia, and South America. Learn more at www.zendesk.com
<a href=""https://www.zendesk.com/"">http://www.zendesk.com/</a>.</em></p>",CAIQ 4.0.2 Self-assessment,2021-09-13 18:51:55.437766,https://content-production.star.watch/zendesk/2020-08-17_zendesk-original.png
Amazon,Amazon Web Services (AWS),"",STAR Certification,2020-11-07 00:00:00,https://content-production.star.watch/amazon/2018-01-24_Amazon_AWS-original.png
Conga,The Conga Digital Document Transformation Suite,"<p>The Conga Digital Document Transformation Suite, which includes Conga Composer®, Conga Collaborate™, Conga Contracts™, Conga Contracts for Salesforce®, Conga Grid™, Conga Sign™, Conga Artificial Intelligence (AI) Analyze™, and Conga Orchestrate™, automates data, documents, contracts, signing, and reporting. The Conga DDX Suite helps 11,000+ organizations in 85 countries transform day-to-day business by creating, managing and unleashing the power of the everyday documents.</p>

<p>The Conga Suite covers stages including document collaboration and creation, contract management and negotiation, and agreement and eSignature. The Conga Suite works to help automate business productivity through end-to-end digital document transformation. The Company is privately held and based in Colorado, with global operations across the United States, UK, France, and Australia.</p>
",CAIQ 4.0.1 Self-assessment,2021-09-23 18:56:42.038667,https://content-production.star.watch/conga/2018-08-29_Conga-circle-color-original.png
Tata Consultancy Services Ltd,TCS BaNCS Cloud,"<p>Designed and built on the Digital First, Cloud First™ strategy, TCS BaNCS is a suite of solutions  componentized with proven functionality spanning multiple lines of business such as retail, business, and corporate banking; insurance; and capital markets. TCS BaNCS helps financial institutions offer innovative products and services to customers throughout their life journeys, based on their anticipated requirements and over the devices of their choice.<br><br>
TCS BaNCS Cloud is a plug-and-play, pay-as-you-go, one-stop SaaS implementation of TCS BaNCS that has been adopted by companies of varying sizes across the globe for its future-ready digital architecture, functionality, business agility and operational efficiency. The TCS BaNCS Cloud platform’s proven application architecture ensures anytime, anywhere digital access, scalability, resilience, high performance, and compliance.  TCS supplements the TCS BaNCS Cloud solution by helping customers create their cloud roadmap, advising them about cloud strategy and cyber security, and by offering managed services.</p>
",CAIQ 3.1 Self-assessment,2020-11-09 20:06:52.49235,https://content-production.star.watch/tata-consultancy-services-ltd/2021-05-03_TCS-Logo-Colour-RGB-original.png
"Code42 Software, Inc.",Code42,"",CAIQ 4.0.2 Self-assessment,2021-09-30 16:43:24.925567,https://content-production.star.watch/code42-software-inc/2018-01-24_Code_42_Software__Inc.-original.png
Blackbaud,Blackbaud OmniPoint,"<p>OmniPoint is an integrated set of sophisticated marketing products. With data transformation, marketing execution, and decision support, all in one comprehensive solution, OmniPoint delivers the insight you need to create and deliver more personalized and effective communications.</p>
",CAIQ 3.1 Self-assessment,2021-08-16 00:00:00,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Blackbaud,Blackbaud Church Management,"<p>Blackbaud's Church Management™ software is designed to effectively manage your people, gifts, communications, events, small groups, ministries, and payments, all in one place.<br>
Comprehensive Capabilities for your Church<br>
Giving: Simplify tithes and offerings for your congregation with one-time and recurring giving options, unlimited online donation forms, an online portal where congregants can manage their giving, and a connected giving app.<br>
Faith Journey Tracking: Understand your congregants like never before with a comprehensive church directory, member and family profiles, and faith journey tracking.<br>
Communications: Keep your congregation informed with an intuitive, drag-and-drop email marketing tool so you never have to export lists into a third-party email solution.</p>
",CAIQ 3.1 Self-assessment,2021-05-19 17:39:36.388967,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
"VMware, Inc.",VMware Carbon Black Cloud,"<p>VMware Carbon Black Cloud consolidates multiple endpoint security capabilities using one endpoint agent and console, cutting the management headaches and console thrashing required when responding to potential incidents. Minimize downtime responding to incidents and return critical CPU cycles back to the business.</p>
",CAIQ 3.1 Self-assessment,2021-05-06 19:23:19.600561,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
"Thales DIS CPL Canada, Inc.",SafeNet Trusted Access (STA),"<p>SafeNet Trusted Access (STA) is a cloud based Access Management service combining MFA, SSO and policy management into a single subscription based service. By validating identities, enforcing policies and applying smart SSO, STA provides a single point of control for securing access to cloud and on-premise applications. Through flexible context-sensitive access policies, customers can achieve optimal security while also delivering strong user experience.</p>
",CAIQ 3.1 Self-assessment,2021-08-04 00:00:00,https://content-production.star.watch/thales-dis-cpl-canada-inc/2021-03-04_thales-trans-1024x123-original.png
Blackbaud,Blackbaud Internet Solutions,"<p>Blackbaud Internet Solutions, or BBIS, exposes functionality through .NET assemblies, REST APIs, and JavaScript SDK's. Using these tools allows developers to create rich interactions with your site and constituent data.</p>

<p>Blackbaud’s vision of BBIS is to provide a highly flexible and robust Internet platform with a deep integration to BBCRM and feature set.</p>
",CAIQ 3.1 Self-assessment,2021-08-13 16:23:55.779477,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Oracle Corporation,Oracle SaaS Services,"<p>The Oracle Software as a Service (SaaS) provides customers with a suite of services including Human Capital Management, Enterprise Resource Planning, Customer Experience, Supply Chain Management, and Enterprise Performance Management all hosted in a cloud environment based on customer needs. Customers are able to manage various business components, which allows for scaling and tailoring to business needs. </p>",CAIQ 3.1 Self-assessment,2021-03-19 00:00:00,https://content-production.star.watch/oracle-corporation/2021-04-23_oracle-cloud-original.png
GitLab,GitLab,"<p>GitLab is a DevOps platform built from the ground up as a single application for all stages of the DevOps lifecycle enabling Product, Development, QA, Security, and Operations teams to work concurrently on the same project. GitLab provides a single data store, one user interface, and one permission model across the DevOps lifecycle. This allows teams to significantly reduce cycle time through more efficient collaboration and enhanced focus. Built on Open Source, GitLab leverages the community contributions of thousands of developers and millions of users to continuously deliver new DevOps innovations. More than 100,000 organizations from startups to global enterprises, including Ticketmaster, Jaguar Land Rover, NASDAQ, Dish Network, and Comcast trust GitLab to deliver great software faster. GitLab is the world's largest all-remote company, with more than 1,200 team members in more than 65 countries and regions.</p>
",CAIQ 3.1 Self-assessment,2021-10-25 16:44:07.652975,https://content-production.star.watch/gitlab/2021-08-26_gitlab-original.png
ServiceNow,ServiceNow,"<p>ServiceNow delivers digital workflows that create great experiences and unlock productivity for employees and the enterprise. We simplify the complexity of work on a single, enterprise cloud platform. The <a href=""https://www.servicenow.com/now-platform.html"">Now Platform</a>®: The intelligent and intuitive cloud platform for work™. Choose from our workflows or <a href=""https://www.servicenow.com/products/now-platform-app-engine.html"">build your own apps</a>.</p>
<p>ServiceNow makes work, work better for people. Transform old, manual ways of working into modern digital workflows, so employees and customers get what they need, when they need it—fast, simple, easy. When people work better, business works better.</p>",CAIQ 4.0.1 Self-assessment,2021-08-16 17:44:39.562711,https://content-production.star.watch/servicenow/2021-03-04_service-now-original.png
"VMware, Inc.",Avi Saas (NSX Advanced Load Balancer),"<p>Avi SaaS (also referred to as (NSX Advanced Load Balancer) complements Avi’s (Avi was acquired by VMware in June 2019) flagship product Avi Vantage Platform as the cloud-hosted option to deliver application services including distributed load balancing, web application firewall, global server load balancing (GSLB), network and application performance management across a multi-cloud environment. It helps ensure fast time-to-value, operational simplicity, and deployment flexibility in a highly secure manner.</p>
",CAIQ 3.1 Self-assessment,2021-05-06 19:22:53.479483,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
"PRO Unlimited, Inc.",PRO WAND™,"<p>All aspects of PRO’s contingent workforce management solution are managed and tracked by the Wand™ software. Wand™ combines data on all components of a client’s contingent workforce, including the use of temporaries, consultants, independent contractors, returning retirees, off-shore and near-shore workers, outsourced populations, and more. This consolidation of information provides their clients trend data, consolidated billing, headcount, and hours tracking, as well as customized reports on a variety of valuable data. All variables are configurable by PRO clients.</p>
<p>PRO utilizes its proprietary web-based application Wand™ via a Software-as-a-Service (SaaS) model to provide the following general services to its clients: Order Requisition, Fulfillment, Time &amp; Billing. PRO is responsible for protecting client data, related network infrastructure, and data backup/storage services.</p>",STAR Certification,2019-02-27 00:00:00,https://content-production.star.watch/pro-unlimited-inc/2021-03-04_pro_unlimited-original.png
Microsoft,Microsoft Azure,"<p>Azure is a multi-tenant hyperscale cloud platform that is available or announced to customers in 60+regions worldwide. Most Azure services enable customers to specify the Region where their Customer Data will be located.  Microsoft may replicate Customer Data to other Regions within the same Geo for data resiliency but Microsoft will not replicate Customer Data outside the chosen Geo (e.g., United States). Microsoft makes Azure cloud environments available to customers: Azure public cloud service is available globally, Azure Government is available from 4 regions in the United States to US government agencies and their partners and Azure Germany provides services under a data trustee model, which ensures that Customer Data remains in Germany under the control of T-Systems International GmbH, a subsidiary of Deutsche Telecom, acting as the German data trustee.</p>",CAIQ 4.0.2 Self-assessment,2022-02-09 23:50:33.667622,https://content-production.star.watch/microsoft/2018-01-24_Microsoft-original.png
Oracle Corporation,Oracle SaaS Services - Fusion Cloud,"<p>The Oracle Software as a Service (SaaS) provides customers with suite of services including Human Capital Management, Enterprise Resource Planning, Customer Experience, and Supply Chain Management all hosted in a cloud environment based on customer needs. Customers are able to manage various business components all in one suite, which allows for easy scaling and tailoring to business needs. </p>",STAR Certification,2020-02-02 00:00:00,https://content-production.star.watch/oracle-corporation/2021-04-23_oracle-cloud-original.png
Immediation,Immediation,"<p>Immediation is a barrister designed, online dispute resolution platform, providing access to justice Extend your Teams experience with a suite of tools built by lawyers, for lawyers Immediation draws upon on an intimate understanding of the courtroom practice, counsel and solicitor requirements. Access the award winning ecosystem built for public and private justice. It includes a sophisticated video conferencing platform with integrated legal documents, case management tools, advanced private rooms and a premium support experience with legal and technical operations support staff, able to deliver a premium support service. Our specialised legal offering will play a key role as your firm / organisation moves into the new age of online legal practice. Immediation helps you provide a better digital experience for clients and for all parties involved. We can do this because our engineers work closely with our legal experts. We know the tech and we know the law.An integration between Immediation and Microsoft Outlook &amp; Teams sets an unshakable foundation for digital courtrooms, digital client floors and online dispute resolution. </p>
",CAIQ 3.1 Self-assessment,2021-06-23 16:01:07.220315,https://content-production.star.watch/immediation/2022-01-25_index-original.png
"VMware, Inc.",SD-WAN,"<p>Software-Defined Wide Area Networking (SD-WAN) virtualizes the WAN to decouple network software services from the underlying hardware —providing agility, flexibility, simplicity, performance, and scale for all enterprises leveraging the cloud.</p>

<p>SD-WAN provides a software abstraction to create a secure, reliable, and transport-independent network overlay and decouples networking software services from the underlying hardware. SD-WAN architecture comprises of – securing network overlay, scalable secure cloud network, virtual service delivery, orchestration and analytics.</p>
",CAIQ 3.1 Self-assessment,2021-05-06 19:10:21.270235,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
"Trellance, Inc.",M360 Cloud Edition (M360CE),"<p>M360 Cloud Edition (M360CE) is a Trellance Cloud product hosted in a Trellance managed Azure public cloud. This is a Software-as-a-Service (SaaS) platform leveraging Trellance managed systems and partnerships with Snowflake and Azure. M360CE enables credit unions to integrate member and external data into a single source of truth. The CU App Store allows credit unions and vendors to build and collaboratively share M360CE reports and analytics. Turn data from multiple sources into actionable insights.</p>
",STAR Attestation,2021-07-31 00:00:00,https://content-production.star.watch/trellance-inc/2022-01-26_f854e720-original.png
Google,Google Workspace,"<p>Google Workspace allows business to enable their users to communicate, collaborate, and work more efficiently. Google Workspace's
set of communication, productivity, collaboration and security tools can be accessed from virtually any location
with Internet connectivity. This means every employee and each user entity they work with can be productive
from anywhere, using any device with an Internet connection.<br>
Google Workspace's features include:</p>
<ul>
<li>Realtime multi-user collaboration</li>
<li>Security and compliance features</li>
<li>Seamless upgrades</li>
</ul>",CAIQ 4.0.1 Self-assessment,2021-10-07 00:00:00,https://content-production.star.watch/google/2021-03-05_googlelogo_clr_620x208px-original.png
"TokenEx, Inc.","TokenEx, Inc.","",CAIQ 4.0.2 Self-assessment,2021-09-20 16:59:40.336133,https://content-production.star.watch/tokenex-inc/2020-08-25_TokenEx_Signature-Horizontal_Tagline_FullColor_M_(1)-original.png
